0,0003098000
0,0004732000
0,0005168000
0,0005475000
0,0005547000
0,0006341000
0,0003968000
0,0003777000
0,0005846000
0,0005438000
0,0004217000
0,0003427000
0,0004203000
0,0003873000
0,0004068000
0,0003682000
0,0004000000
0,0004178000
0,0003828000
0,0004198000
0,0003963000
0,0005129000
0,0006130000
0,0006003000
0,0005514000
0,0004074000
0,0004156000
0,0004319000
0,0003989000
0,0004087000
0,0003865000
0,0004256000
0,0005353000
0,0004732000
0,0006476000
0,0004451000
0,0004556000
0,0006241000
0,0005121000
0,0004114000
0,0005075000
0,0004796000
0,0004145000
0,0004298000
0,0004296000
0,0004761000
0,0005478000
0,0005130000
0,0006896000
0,0004936000
0,0003978000
0,0005633000
0,0004756000
0,0004443000
0,0005164000
0,0005740000
0,0003790000
0,0004277000
0,0004425000
0,0005465000
0,0005086000
0,0003906000
0,0004780000
0,0004802000
0,0004320000
0,0004675000
0,0002997000
0,0003636000
0,0004403000
0,0004172000
0,0004326000
0,0004188000
0,0002981000
0,0003057000
0,0003535000
0,0003385000
0,0003497000
0,0005083000
0,0003978000
0,0003331000
0,0003548000
0,0003359000
0,0005009000
0,0004928000
0,0004514000
0,0003720000
0,0003203000
0,0003483000
0,0003615000
0,0004093000
0,0003184000
0,0003390000
0,0003911000
0,0003378000
0,0003832000
0,0004200000
0,0003747000
0,0003492000
0,0004077000
0,0002836000
0,0004565000
0,0003859000
0,0004335000
0,0005225000
0,0004927000
0,0004283000
0,0004222000
0,0004621000
0,0004965000
0,0003890000
0,0002871000
0,0003366000
0,0003409000
0,0003915000
0,0004224000
0,0003051000
0,0003498000
0,0003353000
0,0003216000
0,0004115000
0,0005305000
0,0005158000
0,0004905000
0,0004373000
0,0003421000
0,0003190000
0,0003634000
0,0003492000
0,0003970000
0,0004323000
0,0003974000
0,0003444000
0,0003849000
0,0003611000
0,0003809000
0,0003327000
0,0004184000
0,0003632000
0,0003910000
0,0003492000
0,0004197000
0,0004969000
0,0005496000
0,0004097000
0,0004533000
0,0003510000
0,0003116000
0,0003654000
0,0004298000
0,0003371000
0,0003456000
0,0003496000
0,0003241000
0,0003520000
0,0003442000
0,0002946000
0,0004144000
0,0005425000
0,0004444000
0,0003837000
0,0004328000
0,0004212000
0,0003752000
0,0003995000
0,0004588000
0,0003506000
0,0003411000
0,0003662000
0,0003715000
0,0002891000
0,0003513000
0,0004363000
0,0003087000
0,0003573000
0,0003085000
0,0003802000
0,0003119000
0,0002885000
0,0003309000
0,0003485000
0,0002768000
0,0003793000
0,0004178000
0,0004467000
0,0004283000
0,0003977000
0,0003027000
0,0002985000
0,0003133000
0,0003231000
0,0003482000
0,0003157000
0,0003718000
0,0004131000
0,0003886000
0,0011118000
0,0003573000
0,0003627000
0,0003012000
0,0003442000
0,0004118000
0,0003199000
0,0003169000
0,0003420000
0,0003188000
0,0004991000
0,0003872000
0,0003529000
0,0004089000
0,0003206000
0,0003659000
0,0003557000
0,0004559000
0,0003850000
0,0003948000
0,0003657000
0,0004224000
0,0003809000
0,0003836000
0,0004469000
0,0004057000
0,0004186000
0,0004163000
0,0003678000
0,0003702000
0,0003671000
0,0004299000
0,0003387000
0,0004080000
0,0003409000
0,0004252000
0,0003898000
0,0004403000
0,0004374000
0,0003713000
0,0003999000
0,0004069000
0,0004075000
0,0004421000
0,0004489000
0,0004257000
0,0003995000
0,0003801000
0,0003682000
0,0003869000
0,0003722000
0,0003572000
0,0003712000
0,0003880000
0,0003860000
0,0003831000
0,0004146000
0,0003669000
0,0004142000
0,0003824000
0,0003680000
0,0004111000
0,0004150000
0,0003497000
0,0005413000
0,0004943000
0,0004192000
0,0004008000
0,0004408000
0,0004195000
0,0003763000
0,0004006000
0,0003086000
0,0003079000
0,0003448000
0,0004161000
0,0003215000
0,0003065000
0,0003477000
0,0003345000
0,0003197000
0,0003970000
0,0006016000
0,0006229000
0,0005082000
0,0004637000
0,0004723000
0,0005009000
0,0004941000
0,0005453000
0,0006534000
0,0004947000
0,0005860000
0,0005769000
0,0005625000
0,0011141000
0,0009231000
0,0004736000
0,0005853000
0,0006523000
0,0008493000
0,0008686000
0,0007514000
0,0007001000
0,0008273000
0,0004847000
0,0004499000
0,0004252000
0,0003896000
0,0006336000
0,0004124000
0,0005705000
0,0005151000
0,0008884000
0,0007869000
0,0008695000
0,0005180000
0,0005021000
0,0006346000
0,0006875000
0,0016905000
0,0008406000
0,0007607000
0,0006374000
0,0005996000
0,0005471000
0,0006149000
0,0008419000
0,0007194000
0,0005310000
0,0006652000
0,0005394000
0,0004798000
0,0004077000
0,0003951000
0,0003324000
0,0003870000
0,0003292000
0,0004954000
0,0005145000
0,0005632000
0,0005266000
0,0005730000
0,0004731000
0,0004728000
0,0006006000
0,0004960000
0,0004411000
0,0004050000
0,0003973000
0,0005439000
0,0004117000
0,0003741000
0,0003572000
0,0004074000
0,0004170000
0,0004421000
0,0003324000
0,0003461000
0,0004001000
0,0005352000
0,0005084000
0,0004645000
0,0004547000
0,0004759000
0,0004795000
0,0006377000
0,0004755000
0,0004919000
0,0004842000
0,0004229000
0,0004683000
0,0004479000
0,0005879000
0,0005497000
0,0004081000
0,0004683000
0,0004296000
0,0005486000
0,0004514000
0,0004814000
0,0005286000
0,0003681000
0,0003512000
0,0003655000
0,0004127000
0,0004720000
0,0003522000
0,0004546000
0,0005732000
0,0006439000
0,0005880000
0,0004675000
0,0003860000
0,0004578000
0,0003771000
0,0003827000
0,0004267000
0,0003663000
0,0004179000
0,0005473000
0,0006055000
0,0004960000
0,0005869000
0,0004339000
0,0004973000
0,0005631000
0,0004168000
0,0004089000
0,0003993000
0,0003934000
0,0004023000
0,0004123000
0,0004264000
0,0003350000
0,0003837000
0,0006427000
0,0004505000
0,0003308000
0,0004731000
0,0004418000
0,0004259000
0,0004068000
0,0004170000
0,0004935000
0,0004112000
0,0004570000
0,0004436000
0,0005019000
0,0004777000
0,0004836000
0,0005389000
0,0010177000
0,0007728000
0,0006157000
0,0004436000
0,0004451000
0,0004046000
0,0004346000
0,0005264000
0,0004954000
0,0004581000
0,0004832000
0,0004216000
0,0004576000
0,0015581000
0,0003844000
0,0003930000
0,0003454000
0,0004494000
0,0005616000
0,0007010000
0,0003655000
0,0003777000
0,0004605000
0,0003970000
0,0004377000
0,0004067000
0,0004133000
0,0003573000
0,0005988000
0,0004283000
0,0004589000
0,0003722000
0,0004159000
0,0003832000
0,0004304000
0,0004109000
0,0004590000
0,0003736000
0,0004018000
0,0003838000
0,0003709000
0,0004427000
0,0004298000
0,0004000000
0,0003944000
0,0004393000
0,0004473000
0,0004062000
0,0003605000
0,0003629000
0,0004242000
0,0003300000
0,0003452000
0,0003597000
0,0004262000
0,0003017000
0,0003429000
0,0003658000
0,0003403000
0,0004280000
0,0003924000
0,0003591000
0,0004485000
0,0004718000
0,0004436000
0,0006750000
0,0004490000
0,0004655000
0,0004140000
0,0003907000
0,0003818000
0,0003709000
0,0003622000
0,0004238000
0,0004081000
0,0003719000
0,0004415000
0,0004443000
0,0005176000
0,0005128000
0,0003589000
0,0003569000
0,0003697000
0,0003924000
0,0003812000
0,0006214000
0,0003577000
0,0003304000
0,0003947000
0,0003763000
0,0004095000
0,0003873000
0,0005201000
0,0006393000
0,0004817000
0,0005697000
0,0003881000
0,0004822000
0,0005368000
0,0005642000
0,0004475000
0,0004578000
0,0004337000
0,0004152000
0,0004719000
0,0004756000
0,0004774000
0,0004519000
0,0005271000
0,0006073000
0,0005122000
0,0004916000
0,0004451000
0,0005688000
0,0004179000
0,0005453000
0,0004298000
0,0004056000
0,0004187000
0,0003776000
0,0004532000
0,0004827000
0,0004647000
0,0005242000
0,0004580000
0,0005475000
0,0005521000
0,0003475000
0,0007565000
0,0003752000
0,0004466000
0,0004684000
0,0004856000
0,0004492000
0,0003986000
0,0004279000
0,0004911000
0,0004584000
0,0004900000
0,0004538000
0,0003890000
0,0004181000
0,0005401000
0,0003787000
0,0003864000
0,0004020000
0,0004129000
0,0005737000
0,0003918000
0,0003916000
0,0003557000
0,0005143000
0,0005314000
0,0004315000
0,0004353000
0,0004025000
0,0004052000
0,0004044000
0,0004909000
0,0004365000
0,0003852000
0,0004956000
0,0003976000
0,0004227000
0,0003941000
0,0004605000
0,0004361000
0,0004162000
0,0004461000
0,0005565000
0,0006393000
0,0007202000
0,0003962000
0,0004487000
0,0004037000
0,0004021000
0,0004429000
0,0003793000
0,0004835000
0,0003982000
0,0004383000
0,0004201000
0,0005049000
0,0004139000
0,0004344000
0,0004475000
0,0004686000
0,0004960000
0,0004520000
0,0004967000
0,0004045000
0,0004518000
0,0004972000
0,0004411000
0,0005016000
0,0004237000
0,0004116000
0,0003624000
0,0003762000
0,0004071000
0,0004636000
0,0004617000
0,0004217000
0,0003931000
0,0004413000
0,0004483000
0,0004821000
0,0004501000
